"state","cd119","cd117","stab","pop20","afact2","afact"
"State code","Congressional district code (119th Congress)","Congressional district code (117th Congress)","State abbr.","Total population (2020 Census)","cd117-to-cd119 allocation factor","cd119-to-cd117 allocation factor"
"01","01","01","AL",426386,0.5871,0.5941 
"01","01","02","AL",291368,0.4202,0.4059 
"01","02","01","AL",292410,0.4026,0.4074 
"01","02","02","AL",255316,0.3682,0.3557 
"01","02","03","AL",120582,0.164,0.168 
"01","02","07","AL",49446,0.0744,0.0689 
"01","03","03","AL",612621,0.8333,0.8535 
"01","03","04","AL",105133,0.1496,0.1465 
"01","04","04","AL",560556,0.7974,0.781 
"01","04","05","AL",76606,0.1007,0.1067 
"01","04","06","AL",54122,0.0731,0.0754 
"01","04","07","AL",26470,0.0398,0.0369 
"01","05","04","AL",33258,0.0473,0.0463 
"01","05","05","AL",684496,0.8993,0.9537 
"01","06","02","AL",146782,0.2117,0.2045 
"01","06","03","AL",1929,0.0026,0.0027 
"01","06","06","AL",550545,0.7433,0.767 
"01","06","07","AL",18499,0.0278,0.0258 
"01","07","01","AL",7480,0.0103,0.0104 
"01","07","04","AL",4035,0.0057,0.0056 
"01","07","06","AL",136043,0.1837,0.1895 
"01","07","07","AL",570196,0.8579,0.7944 
"02","00","00","AK",733391,1,1 
"04","01","04","AZ",1193,0.0015,0.0015 
"04","01","05","AZ",4713,0.0053,0.0059 
"04","01","06","AZ",596142,0.7586,0.7502 
"04","01","07","AZ",26850,0.0341,0.0338 
"04","01","09","AZ",165713,0.2147,0.2085 
"04","02","01","AZ",511992,0.6729,0.6443 
"04","02","04","AZ",282620,0.3514,0.3557 
"04","03","03","AZ",78345,0.1008,0.0986 
"04","03","07","AZ",680516,0.8632,0.8564 
"04","03","09","AZ",35751,0.0463,0.045 
"04","04","05","AZ",239565,0.2719,0.3015 
"04","04","06","AZ",18,0,0 
"04","04","07","AZ",1112,0.0014,0.0014 
"04","04","09","AZ",553916,0.7177,0.6971 
"04","05","04","AZ",157865,0.1963,0.1987 
"04","05","05","AZ",636747,0.7227,0.8013 
"04","06","01","AZ",243055,0.3195,0.3059 
"04","06","02","AZ",545263,0.7324,0.6862 
"04","06","03","AZ",6293,0.0081,0.0079 
"04","07","01","AZ",5803,0.0076,0.0073 
"04","07","02","AZ",199215,0.2676,0.2507 
"04","07","03","AZ",581040,0.7473,0.7312 
"04","07","04","AZ",1337,0.0017,0.0017 
"04","07","07","AZ",7216,0.0092,0.0091 
"04","08","04","AZ",7392,0.0092,0.0093 
"04","08","06","AZ",189698,0.2414,0.2387 
"04","08","07","AZ",30245,0.0384,0.0381 
"04","08","08","AZ",550823,0.6579,0.6932 
"04","08","09","AZ",16452,0.0213,0.0207 
"04","09","03","AZ",111876,0.1439,0.1408 
"04","09","04","AZ",353916,0.44,0.4454 
"04","09","07","AZ",42393,0.0538,0.0534 
"04","09","08","AZ",286427,0.3421,0.3605 
"05","01","01","AR",689147,0.962,0.9158 
"05","01","02","AR",8612,0.0112,0.0114 
"05","01","03","AR",54750,0.0652,0.0728 
"05","02","01","AR",24711,0.0345,0.0328 
"05","02","02","AR",727999,0.9462,0.9672 
"05","03","03","AR",713443,0.8502,0.9472 
"05","03","04","AR",39776,0.0579,0.0528 
"05","04","01","AR",2530,0.0035,0.0034 
"05","04","02","AR",32780,0.0426,0.0435 
"05","04","03","AR",70954,0.0846,0.0942 
"05","04","04","AR",646822,0.9421,0.8589 
"06","01","01","CA",547266,0.7796,0.7158 
"06","01","03","CA",217312,0.2851,0.2842 
"06","02","02","CA",718556,0.9995,0.9384 
"06","02","05","CA",47182,0.0648,0.0616 
"06","03","01","CA",154689,0.2204,0.2023 
"06","03","03","CA",12508,0.0164,0.0164 
"06","03","04","CA",440698,0.5736,0.5764 
"06","03","07","CA",124524,0.1584,0.1629 
"06","03","08","CA",32211,0.0426,0.0421 
"06","04","02","CA",383,0.0005,0.0005 
"06","04","03","CA",337929,0.4434,0.4417 
"06","04","05","CA",426825,0.5864,0.5578 
"06","05","04","CA",317530,0.4133,0.4151 
"06","05","10","CA",326749,0.4255,0.4271 
"06","05","16","CA",3242,0.0043,0.0042 
"06","05","22","CA",117489,0.1491,0.1536 
"06","06","03","CA",28811,0.0378,0.0381 
"06","06","06","CA",358729,0.4553,0.4741 
"06","06","07","CA",369190,0.4696,0.4879 
"06","07","03","CA",8500,0.0112,0.0112 
"06","07","06","CA",429219,0.5447,0.5662 
"06","07","07","CA",292441,0.372,0.3857 
"06","07","09","CA",27960,0.0348,0.0369 
"06","08","03","CA",157154,0.2062,0.2073 
"06","08","05","CA",230991,0.3173,0.3047 
"06","08","09","CA",28775,0.0358,0.038 
"06","08","11","CA",341129,0.4442,0.45 
"06","09","09","CA",553116,0.6879,0.7258 
"06","09","10","CA",208913,0.2721,0.2742 
"06","10","05","CA",22928,0.0315,0.0302 
"06","10","09","CA",165475,0.2058,0.2177 
"06","10","11","CA",426748,0.5558,0.5613 
"06","10","15","CA",145115,0.1821,0.1909 
"06","11","12","CA",710176,0.9211,0.9354 
"06","11","14","CA",49016,0.0657,0.0646 
"06","12","13","CA",758548,0.972,1 
"06","13","09","CA",28692,0.0357,0.0374 
"06","13","10","CA",232257,0.3024,0.3024 
"06","13","16","CA",409466,0.5449,0.5331 
"06","13","21","CA",97657,0.1371,0.1271 
"06","14","13","CA",21834,0.028,0.0288 
"06","14","15","CA",651596,0.8179,0.858 
"06","14","17","CA",85986,0.1098,0.1132 
"06","15","12","CA",60834,0.0789,0.0801 
"06","15","14","CA",632172,0.8467,0.8328 
"06","15","18","CA",66052,0.0881,0.087 
"06","16","14","CA",65433,0.0876,0.0862 
"06","16","17","CA",4862,0.0062,0.0064 
"06","16","18","CA",533744,0.712,0.7034 
"06","16","19","CA",154784,0.207,0.204 
"06","17","17","CA",691844,0.8834,0.9116 
"06","17","18","CA",50943,0.068,0.0671 
"06","17","19","CA",16150,0.0216,0.0213 
"06","18","17","CA",459,0.0006,0.0006 
"06","18","18","CA",7478,0.01,0.0098 
"06","18","19","CA",330564,0.442,0.433 
"06","18","20","CA",424902,0.5705,0.5566 
"06","19","18","CA",91404,0.1219,0.1205 
"06","19","19","CA",246379,0.3294,0.3248 
"06","19","20","CA",319945,0.4295,0.4218 
"06","19","24","CA",100817,0.1362,0.1329 
"06","20","04","CA",10105,0.0132,0.0132 
"06","20","16","CA",2117,0.0028,0.0028 
"06","20","21","CA",63392,0.089,0.0831 
"06","20","22","CA",289166,0.3671,0.3789 
"06","20","23","CA",398434,0.513,0.522 
"06","21","16","CA",336607,0.448,0.4451 
"06","21","21","CA",108907,0.1529,0.144 
"06","21","22","CA",307434,0.3902,0.4065 
"06","21","23","CA",3380,0.0044,0.0045 
"06","22","21","CA",442181,0.6209,0.5653 
"06","22","22","CA",73704,0.0936,0.0942 
"06","22","23","CA",266362,0.3429,0.3405 
"06","23","08","CA",653103,0.8633,0.8555 
"06","23","23","CA",19301,0.0248,0.0253 
"06","23","25","CA",16710,0.0222,0.0219 
"06","23","31","CA",74287,0.0982,0.0973 
"06","24","24","CA",638990,0.8632,0.8356 
"06","24","26","CA",125739,0.1743,0.1644 
"06","25","08","CA",6979,0.0092,0.0091 
"06","25","36","CA",579560,0.7578,0.7533 
"06","25","42","CA",3119,0.0038,0.0041 
"06","25","51","CA",179702,0.2529,0.2336 
"06","26","24","CA",466,0.0006,0.0006 
"06","26","25","CA",119019,0.1579,0.1569 
"06","26","26","CA",595548,0.8257,0.7849 
"06","26","33","CA",43685,0.0603,0.0576 
"06","27","23","CA",89256,0.1149,0.1174 
"06","27","25","CA",617493,0.8192,0.8122 
"06","27","27","CA",176,0.0002,0.0002 
"06","27","28","CA",2,0,0 
"06","27","29","CA",10742,0.0151,0.0141 
"06","27","30","CA",42558,0.0569,0.056 
"06","28","08","CA",6610,0.0087,0.0087 
"06","28","25","CA",4,0,0 
"06","28","27","CA",663597,0.9363,0.8756 
"06","28","28","CA",49400,0.0693,0.0652 
"06","28","31","CA",38126,0.0504,0.0503 
"06","28","34","CA",154,0.0002,0.0002 
"06","29","28","CA",1088,0.0015,0.0014 
"06","29","29","CA",669383,0.9413,0.8837 
"06","29","30","CA",86980,0.1163,0.1148 
"06","30","25","CA",9,0,0 
"06","30","27","CA",5731,0.0081,0.0076 
"06","30","28","CA",647927,0.9088,0.8547 
"06","30","29","CA",2267,0.0032,0.003 
"06","30","30","CA",25584,0.0342,0.0337 
"06","30","33","CA",52024,0.0719,0.0686 
"06","30","34","CA",11379,0.0162,0.015 
"06","30","37","CA",13196,0.0183,0.0174 
"06","31","27","CA",32664,0.0461,0.0431 
"06","31","32","CA",705027,1,0.931 
"06","31","38","CA",19567,0.0277,0.0258 
"06","31","39","CA",4,0,0 
"06","32","25","CA",509,0.0007,0.0007 
"06","32","28","CA",6568,0.0092,0.0087 
"06","32","29","CA",28730,0.0404,0.0379 
"06","32","30","CA",592573,0.7925,0.7814 
"06","32","33","CA",109065,0.1506,0.1438 
"06","32","37","CA",20877,0.0289,0.0275 
"06","33","08","CA",57644,0.0762,0.0761 
"06","33","31","CA",558954,0.7389,0.7382 
"06","33","35","CA",140620,0.1901,0.1857 
"06","34","28","CA",7979,0.0112,0.0105 
"06","34","34","CA",650028,0.9241,0.8579 
"06","34","37","CA",4189,0.0058,0.0055 
"06","34","40","CA",95498,0.1384,0.126 
"06","35","27","CA",6564,0.0093,0.0086 
"06","35","31","CA",85099,0.1125,0.1116 
"06","35","35","CA",596658,0.8068,0.7827 
"06","35","39","CA",24501,0.0334,0.0321 
"06","35","41","CA",20,0,0 
"06","35","42","CA",49497,0.061,0.0649 
"06","36","33","CA",491593,0.679,0.6483 
"06","36","37","CA",162472,0.225,0.2143 
"06","36","43","CA",104159,0.1432,0.1374 
"06","37","34","CA",41856,0.0595,0.0554 
"06","37","37","CA",520271,0.7204,0.6888 
"06","37","40","CA",159596,0.2312,0.2113 
"06","37","43","CA",33594,0.0462,0.0445 
"06","38","35","CA",2298,0.0031,0.003 
"06","38","38","CA",484308,0.6856,0.6392 
"06","38","39","CA",255421,0.3487,0.3371 
"06","38","40","CA",15696,0.0227,0.0207 
"06","39","41","CA",739507,0.9818,0.9775 
"06","39","42","CA",17004,0.0209,0.0225 
"06","40","39","CA",153061,0.2089,0.2016 
"06","40","42","CA",10910,0.0134,0.0144 
"06","40","45","CA",500242,0.6146,0.659 
"06","40","46","CA",39702,0.0565,0.0523 
"06","40","48","CA",52176,0.0724,0.0687 
"06","40","49","CA",2953,0.0039,0.0039 
"06","41","36","CA",182850,0.2391,0.24 
"06","41","41","CA",13711,0.0182,0.018 
"06","41","42","CA",565226,0.6964,0.742 
"06","42","38","CA",65446,0.0926,0.0865 
"06","42","40","CA",365251,0.5292,0.4826 
"06","42","44","CA",35826,0.0504,0.0473 
"06","42","47","CA",290361,0.4063,0.3836 
"06","43","33","CA",112,0.0002,0.0001 
"06","43","37","CA",1172,0.0016,0.0016 
"06","43","43","CA",544210,0.748,0.7209 
"06","43","44","CA",209381,0.2948,0.2774 
"06","44","33","CA",27562,0.0381,0.0364 
"06","44","38","CA",38467,0.0545,0.0508 
"06","44","40","CA",54170,0.0785,0.0715 
"06","44","43","CA",45570,0.0626,0.0601 
"06","44","44","CA",465151,0.6548,0.6137 
"06","44","47","CA",127031,0.1777,0.1676 
"06","45","38","CA",98655,0.1397,0.1301 
"06","45","39","CA",237050,0.3236,0.3125 
"06","45","46","CA",47095,0.067,0.0621 
"06","45","47","CA",256435,0.3588,0.3381 
"06","45","48","CA",119316,0.1656,0.1573 
"06","46","39","CA",62532,0.0854,0.0825 
"06","46","46","CA",615999,0.8765,0.813 
"06","46","47","CA",40844,0.0572,0.0539 
"06","46","48","CA",38268,0.0531,0.0505 
"06","47","45","CA",313743,0.3854,0.4133 
"06","47","48","CA",445318,0.6182,0.5867 
"06","48","36","CA",2343,0.0031,0.0031 
"06","48","42","CA",165899,0.2044,0.2187 
"06","48","49","CA",188,0.0003,0.0002 
"06","48","50","CA",504993,0.667,0.6657 
"06","48","51","CA",15434,0.0217,0.0203 
"06","48","52","CA",49768,0.0652,0.0656 
"06","48","53","CA",19992,0.0262,0.0264 
"06","49","45","CA",10,0,0 
"06","49","48","CA",65255,0.0906,0.086 
"06","49","49","CA",691856,0.9224,0.9121 
"06","49","50","CA",1395,0.0018,0.0018 
"06","50","49","CA",55052,0.0734,0.0725 
"06","50","50","CA",195173,0.2578,0.257 
"06","50","51","CA",70,0.0001,0.0001 
"06","50","52","CA",407741,0.5344,0.537 
"06","50","53","CA",101296,0.1325,0.1334 
"06","51","50","CA",55549,0.0734,0.0733 
"06","51","51","CA",195,0.0003,0.0003 
"06","51","52","CA",305462,0.4004,0.4029 
"06","51","53","CA",396995,0.5194,0.5236 
"06","52","51","CA",515191,0.725,0.6768 
"06","52","53","CA",245996,0.3219,0.3232 
"08","01","01","CO",721638,0.8583,0.9999 
"08","01","06","CO",76,0.0001,0.0001 
"08","02","02","CO",543012,0.6549,0.7524 
"08","02","03","CO",57632,0.076,0.0799 
"08","02","04","CO",120888,0.1389,0.1675 
"08","02","07","CO",188,0.0002,0.0003 
"08","03","03","CO",688485,0.908,0.9539 
"08","03","04","CO",33245,0.0382,0.0461 
"08","04","02","CO",107329,0.1294,0.1487 
"08","04","04","CO",468238,0.5379,0.6487 
"08","04","05","CO",8059,0.0097,0.0112 
"08","04","06","CO",138168,0.1654,0.1914 
"08","05","05","CO",721714,0.8671,1 
"08","06","01","CO",107475,0.1278,0.1489 
"08","06","02","CO",854,0.001,0.0012 
"08","06","04","CO",131,0.0002,0.0002 
"08","06","06","CO",613221,0.7339,0.8497 
"08","07","01","CO",11618,0.0138,0.0161 
"08","07","02","CO",160777,0.1939,0.2228 
"08","07","03","CO",12140,0.016,0.0168 
"08","07","05","CO",102604,0.1233,0.1422 
"08","07","07","CO",434558,0.5384,0.6021 
"08","08","02","CO",17151,0.0207,0.0238 
"08","08","04","CO",248035,0.2849,0.3437 
"08","08","06","CO",84129,0.1007,0.1166 
"08","08","07","CO",372349,0.4613,0.516 
"09","01","01","CT",696479,0.9703,0.9656 
"09","01","03","CT",19798,0.0276,0.0274 
"09","01","05","CT",5024,0.0069,0.007 
"09","02","01","CT",21287,0.0297,0.0295 
"09","02","02","CT",700451,1,0.9705 
"09","03","03","CT",696677,0.9724,0.9645 
"09","03","04","CT",25627,0.0343,0.0355 
"09","04","04","CT",721189,0.9657,1 
"09","05","05","CT",723730,0.9931,1 
"10","00","00","DE",989948,1,1 
"11","98","98","DC",689545,1,1 
"12","01","01","FL",769221,0.9521,1 
"12","02","01","FL",38660,0.0479,0.0503 
"12","02","02","FL",488934,0.6717,0.6356 
"12","02","05","FL",241627,0.3226,0.3141 
"12","03","02","FL",238922,0.3283,0.3106 
"12","03","03","FL",428678,0.5595,0.5573 
"12","03","05","FL",53916,0.072,0.0701 
"12","03","11","FL",47705,0.0581,0.062 
"12","04","03","FL",218245,0.2849,0.2837 
"12","04","04","FL",203219,0.2331,0.2642 
"12","04","05","FL",347757,0.4644,0.4521 
"12","05","04","FL",663376,0.7609,0.8624 
"12","05","05","FL",105610,0.141,0.1373 
"12","05","06","FL",235,0.0003,0.0003 
"12","06","03","FL",119210,0.1556,0.155 
"12","06","04","FL",5289,0.0061,0.0069 
"12","06","06","FL",490500,0.616,0.6377 
"12","06","11","FL",154222,0.1879,0.2005 
"12","07","06","FL",298365,0.3747,0.3879 
"12","07","07","FL",470856,0.5971,0.6121 
"12","08","08","FL",769221,0.9815,1 
"12","09","07","FL",12183,0.0155,0.0158 
"12","09","08","FL",27,0,0 
"12","09","09","FL",549522,0.5751,0.7144 
"12","09","10","FL",198732,0.2274,0.2584 
"12","09","15","FL",8757,0.0107,0.0114 
"12","10","07","FL",305479,0.3874,0.3971 
"12","10","08","FL",14505,0.0185,0.0189 
"12","10","09","FL",105336,0.1102,0.1369 
"12","10","10","FL",343901,0.3936,0.4471 
"12","11","06","FL",7154,0.009,0.0093 
"12","11","09","FL",3252,0.0034,0.0042 
"12","11","10","FL",331171,0.379,0.4305 
"12","11","11","FL",270550,0.3296,0.3517 
"12","11","15","FL",157094,0.1916,0.2042 
"12","12","11","FL",348358,0.4244,0.4529 
"12","12","12","FL",420863,0.5214,0.5471 
"12","13","12","FL",231642,0.287,0.3011 
"12","13","13","FL",537579,0.739,0.6989 
"12","14","12","FL",4567,0.0057,0.0059 
"12","14","13","FL",189886,0.261,0.2469 
"12","14","14","FL",514836,0.6538,0.6693 
"12","14","15","FL",38219,0.0466,0.0497 
"12","14","16","FL",21713,0.0246,0.0282 
"12","15","12","FL",150065,0.1859,0.1951 
"12","15","14","FL",272611,0.3462,0.3544 
"12","15","15","FL",346545,0.4227,0.4505 
"12","16","15","FL",141252,0.1723,0.1836 
"12","16","16","FL",627969,0.7103,0.8164 
"12","17","16","FL",234365,0.2651,0.3047 
"12","17","17","FL",480692,0.6163,0.6249 
"12","17","19","FL",54164,0.0649,0.0704 
"12","18","09","FL",297492,0.3113,0.3867 
"12","18","15","FL",127986,0.1561,0.1664 
"12","18","17","FL",299263,0.3837,0.389 
"12","18","25","FL",44480,0.0577,0.0578 
"12","19","19","FL",754646,0.9038,0.9811 
"12","19","25","FL",14575,0.0189,0.0189 
"12","20","18","FL",40419,0.0509,0.0525 
"12","20","20","FL",563334,0.7257,0.7323 
"12","20","21","FL",467,0.0006,0.0006 
"12","20","22","FL",68781,0.0875,0.0894 
"12","20","23","FL",96220,0.1251,0.1251 
"12","21","18","FL",754305,0.9491,0.9806 
"12","21","20","FL",13586,0.0175,0.0177 
"12","21","21","FL",1330,0.0017,0.0017 
"12","22","20","FL",49857,0.0642,0.0648 
"12","22","21","FL",714573,0.9068,0.929 
"12","22","22","FL",4790,0.0061,0.0062 
"12","23","20","FL",13813,0.0178,0.018 
"12","23","21","FL",71637,0.0909,0.0931 
"12","23","22","FL",683771,0.8702,0.8889 
"12","24","20","FL",56729,0.0731,0.0737 
"12","24","23","FL",78350,0.1018,0.1019 
"12","24","24","FL",542531,0.7306,0.7053 
"12","24","27","FL",91611,0.1238,0.1191 
"12","25","20","FL",78964,0.1017,0.1027 
"12","25","22","FL",28414,0.0362,0.0369 
"12","25","23","FL",594786,0.7731,0.7732 
"12","25","24","FL",67057,0.0903,0.0872 
"12","26","19","FL",26202,0.0314,0.0341 
"12","26","24","FL",117061,0.1576,0.1522 
"12","26","25","FL",604826,0.784,0.7863 
"12","26","27","FL",21132,0.0286,0.0275 
"12","27","24","FL",15893,0.0214,0.0207 
"12","27","25","FL",54337,0.0704,0.0706 
"12","27","26","FL",71909,0.0913,0.0935 
"12","27","27","FL",627082,0.8476,0.8152 
"12","28","25","FL",53216,0.069,0.0692 
"12","28","26","FL",716005,0.9087,0.9308 
"13","01","01","GA",739028,0.9778,0.9659 
"13","01","12","GA",26109,0.0353,0.0341 
"13","02","02","GA",647722,0.9624,0.8465 
"13","02","03","GA",20569,0.027,0.0269 
"13","02","08","GA",96846,0.1345,0.1266 
"13","03","02","GA",1666,0.0025,0.0022 
"13","03","03","GA",677309,0.8876,0.8852 
"13","03","13","GA",56242,0.0709,0.0735 
"13","03","14","GA",29919,0.0411,0.0391 
"13","04","04","GA",362702,0.4688,0.474 
"13","04","05","GA",37107,0.0471,0.0485 
"13","04","06","GA",159255,0.208,0.2081 
"13","04","07","GA",206073,0.2398,0.2693 
"13","05","04","GA",61890,0.08,0.0809 
"13","05","05","GA",573894,0.7282,0.7501 
"13","05","06","GA",37025,0.0483,0.0484 
"13","05","13","GA",92328,0.1164,0.1207 
"13","06","05","GA",133584,0.1695,0.1746 
"13","06","06","GA",33579,0.0438,0.0439 
"13","06","11","GA",139848,0.1743,0.1828 
"13","06","13","GA",458125,0.5778,0.5987 
"13","07","06","GA",347886,0.4543,0.4547 
"13","07","07","GA",183316,0.2133,0.2396 
"13","07","09","GA",193054,0.249,0.2523 
"13","07","11","GA",40881,0.0509,0.0534 
"13","08","01","GA",16753,0.0222,0.0219 
"13","08","02","GA",23640,0.0351,0.0309 
"13","08","08","GA",623073,0.8655,0.8143 
"13","08","10","GA",43799,0.0565,0.0572 
"13","08","12","GA",57871,0.0783,0.0756 
"13","09","07","GA",273729,0.3185,0.3578 
"13","09","09","GA",443775,0.5723,0.58 
"13","09","10","GA",47631,0.0615,0.0623 
"13","10","03","GA",65197,0.0854,0.0852 
"13","10","04","GA",19504,0.0252,0.0255 
"13","10","09","GA",116733,0.1506,0.1526 
"13","10","10","GA",563703,0.7273,0.7367 
"13","11","06","GA",188048,0.2456,0.2458 
"13","11","09","GA",21805,0.0281,0.0285 
"13","11","11","GA",486327,0.606,0.6356 
"13","11","14","GA",68955,0.0946,0.0901 
"13","12","10","GA",110492,0.1426,0.1444 
"13","12","12","GA",654644,0.8863,0.8556 
"13","13","04","GA",329665,0.4261,0.4309 
"13","13","05","GA",43541,0.0552,0.0569 
"13","13","07","GA",196322,0.2284,0.2566 
"13","13","10","GA",9387,0.0121,0.0123 
"13","13","13","GA",186221,0.2349,0.2434 
"13","14","11","GA",135459,0.1688,0.177 
"13","14","14","GA",629677,0.8643,0.823 
"15","01","01","HI",726395,0.9953,1 
"15","02","01","HI",3436,0.0047,0.0047 
"15","02","02","HI",725440,1,0.9953 
"16","01","01","ID",919553,0.963,1 
"16","02","01","ID",35338,0.037,0.0384 
"16","02","02","ID",884215,1,0.9616 
"17","01","01","IL",515524,0.7303,0.684 
"17","01","02","IL",97181,0.143,0.1289 
"17","01","03","IL",73753,0.1016,0.0979 
"17","01","07","IL",19955,0.0261,0.0265 
"17","01","11","IL",19494,0.0276,0.0259 
"17","01","14","IL",16,0,0 
"17","01","16","IL",27754,0.0401,0.0368 
"17","02","01","IL",20064,0.0284,0.0266 
"17","02","02","IL",582447,0.857,0.7728 
"17","02","07","IL",3936,0.0051,0.0052 
"17","02","15","IL",88029,0.1294,0.1168 
"17","02","16","IL",59201,0.0855,0.0785 
"17","03","04","IL",326427,0.4673,0.4331 
"17","03","05","IL",149957,0.2017,0.199 
"17","03","06","IL",114188,0.1558,0.1515 
"17","03","07","IL",27479,0.0359,0.0365 
"17","03","08","IL",120167,0.1676,0.1594 
"17","03","14","IL",15459,0.0205,0.0205 
"17","04","01","IL",9923,0.0141,0.0132 
"17","04","03","IL",261049,0.3598,0.3464 
"17","04","04","IL",357271,0.5114,0.474 
"17","04","05","IL",72145,0.097,0.0957 
"17","04","06","IL",13822,0.0189,0.0183 
"17","04","07","IL",39467,0.0516,0.0524 
"17","05","04","IL",579,0.0008,0.0008 
"17","05","05","IL",435151,0.5853,0.5774 
"17","05","06","IL",103909,0.1418,0.1379 
"17","05","07","IL",30785,0.0403,0.0408 
